EQUIPMENT_NUMBER,ORDER_TYPE,DESIR,MRMIN,MRMAX,MRNGU,CJUMP,PYEAR,INDCT,READG,MEASUREMENT_DATE,Previous Order Date,MEASUREMENT_YEAR,MEASUREMENT_MONTH
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.1,12,-1224,2002,6
0,3,0.0,0.0,0.0,0,0.0,0.0,1,0.2,16,-1258,2002,7
0,3,0.0,0.0,0.0,0,0.0,0.0,1,99.9,16,-1258,2002,7
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.0,10,-1314,2002,9
0,3,0.0,0.0,0.0,0,0.0,0.0,1,0.9,23,-1357,2002,10
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.9,23,-1357,2002,10
0,3,0.0,0.0,0.0,0,0.0,0.0,1,0.8,26,-1391,2002,11
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.1,26,-1391,2002,11
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.0,27,-1422,2002,12
0,3,0.0,0.0,0.0,0,0.0,0.0,1,0.9,28,-1454,2003,1
0,3,0.0,0.0,0.0,0,0.0,0.0,1,101.2,28,-1454,2003,1
0,3,0.0,0.0,0.0,0,0.0,0.0,1,1.4,4,-1489,2003,3
0,3,0.0,0.0,0.0,0,0.0,0.0,1,0.2,4,-1489,2003,3
0,3,0.0,0.0,0.0,0,0.0,0.0,1,1.8,4,-1489,2003,3
0,3,0.0,0.0,0.0,0,0.0,0.0,1,103.0,4,-1489,2003,3
0,3,0.0,0.0,0.0,0,0.0,0.0,1,99.9,4,-1489,2003,3
0,3,0.0,0.0,0.0,0,0.0,0.0,1,99.0,4,-1489,2003,3
0,3,0.0,0.0,0.0,0,0.0,0.0,1,99.6,4,-1520,2003,4
0,3,0.0,0.0,0.0,0,0.0,0.0,1,0.0,9,-1555,2003,5
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.3,9,-1555,2003,5
0,3,0.0,0.0,0.0,0,0.0,0.0,1,1.0,11,-1588,2003,6
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.0,11,-1588,2003,6
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.4,23,-1630,2003,7
0,3,0.0,0.0,0.0,0,0.0,0.0,1,1.1,28,-1666,2003,8
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.0,28,-1666,2003,8
0,3,0.0,0.0,0.0,0,0.0,0.0,1,0.1,6,-1705,2003,10
0,3,0.0,0.0,0.0,0,0.0,0.0,1,98.9,6,-1705,2003,10
0,3,0.0,0.0,0.0,0,0.0,0.0,1,101.0,17,-1747,2003,11
0,3,0.0,0.0,0.0,0,0.0,0.0,1,1.1,29,-1789,2003,12
0,3,0.0,0.0,0.0,0,0.0,0.0,1,99.9,29,-1789,2003,12
0,3,0.0,0.0,0.0,0,0.0,0.0,1,1.1,30,-1821,2004,1
0,3,0.0,0.0,0.0,0,0.0,0.0,1,100.5,30,-1821,2004,1
